Huvudsektor,Undersektor,Län,Kommun,CO2 1990,CO2 2000,CO2 2005,CO2 2010,CO2 2015,CO2 2016,CO2 2017,CO2 2018,CO2 2019,CO2 2020,CO2 2021,CO2 2022
Transporter,Alla,Östergötlands län,Åtvidaberg,23007.8884931413,23637.9262721684,25080.9414172714,25030.5040674657,22358.1202213557,21768.3594512487,20269.3100441476,18853.3608559701,18365.0697541859,15921.2475536361,15901.5898904123,14773.8333622398
Transporter,Alla,Östergötlands län,Ödeshög,45448.4943206021,49912.8932602782,55176.0493835213,64956.1323847642,56279.5864418062,53501.3513198366,49813.6559952618,49846.5150228336,49208.4591630264,46027.5766956707,46392.7438074553,41114.370413416
Transporter,Personbilar,Alla,Alla,12518143.9616641,12572164.403676,12777803.9027291,12256222.1201187,11246493.0727921,10992608.2679337,10768832.9103414,10413931.6994805,10152227.7204647,9279162.46302348,9201366.52505713,8216658.96297847
Transporter,Personbilar,Blekinge län,Alla,189688.043332458,190506.594296017,193622.647327737,170623.617341931,156566.788010544,153032.400214028,151907.462064035,149691.251077072,145929.520800136,133380.012283695,132261.710895364,118107.380997775
Transporter,Personbilar,Blekinge län,Karlshamn,42571.8707579791,42755.5724881207,43454.913844619,35714.8661097356,32772.4936990361,32032.6788095564,31074.4072731618,31115.4257716113,30333.501337253,27724.9075242668,27492.4507189981,24550.2764181103
Transporter,Personbilar,Blekinge län,Karlskrona,65877.1482352791,66161.4208962542,67243.605396305,59149.7088655324,54276.6591935296,53051.4020194226,52808.0558316111,52556.2135055234,51235.4853054659,46829.3793946946,46436.7518504789,41467.2013182727
Transporter,Personbilar,Blekinge län,Olofström,15698.1052269606,15765.8469196783,16023.7231339174,13822.001957257,12683.2761140351,12396.9591016224,12767.0312832717,12821.5472751149,12499.343028729,11424.4362622082,11328.6501934857,10116.2850208984
Transporter,Personbilar,Blekinge län,Ronneby,44649.8605887255,44842.5354713844,45576.0097429198,41215.3378248971,37819.8063490609,36966.0505200442,37037.991647897,34069.7049017846,33213.5412646091,30357.2736467956,30102.7493852148,26881.2216167703
Transporter,Personbilar,Blekinge län,Sölvesborg,20891.0672673367,20981.217056987,21324.4011601047,20721.7139990052,19014.5513456181,18585.3123227983,18219.9609842076,19128.3474996258,18647.6545915785,17044.01221502,16901.1087471869,15092.391840998
Transporter,Personbilar,Dalarnas län,Alla,467847.762017872,469866.652093675,477552.134072423,429645.112243287,394248.709289212,385348.794011343,364482.663103986,335918.955291801,327477.364910855,299315.22987029,296805.720495279,265042.273371128
Transporter,Personbilar,Dalarnas län,Avesta,30371.6413884482,30502.7033777119,31001.6248870048,26001.4693056889,23859.337858183,23320.7311170768,21275.3466071905,21369.0268329933,20832.028795407,19040.5348215505,18880.8936998816,16860.3031755794
Transporter,Personbilar,Dalarnas län,Borlänge,61090.4475073357,61354.0637762855,62357.6156337635,55841.2456376335,51240.7637593995,50084.035516575,50188.3637068628,48286.0664997609,47072.6478629537,43024.5394982129,42663.8072172952,38098.0240923973
Transporter,Personbilar,Dalarnas län,Falun,64036.5852473893,64312.9151952544,65364.8641865937,73395.3256109583,67348.6401108009,65828.2834001786,59575.6682042019,55622.4911413846,54224.7115596423,49561.5399426033,49146.0018445567,43886.5140568934
Transporter,Personbilar,Dalarnas län,Gagnef,19003.2016567668,19085.2046049161,19397.3746566882,17574.7872964975,16126.8868662857,15762.831803604,15301.2377806898,13637.6432472025,13294.9315439451,12151.6051479805,12049.7236103943,10760.1909383371
Transporter,Personbilar,Dalarnas län,Hedemora,23748.1666623856,23850.64443382,24240.7629858834,25418.7021950518,23324.5794063648,22798.0420507864,21518.1724750007,20545.9780840647,20029.6634097589,18307.1707783931,18153.6781365935,16210.9124291249
Transporter,Personbilar,Dalarnas län,Leksand,29117.6606507875,29243.3141744668,29721.6361945586,25210.4646846977,23133.4975464947,22611.2737827526,20438.6106943186,19780.4391651281,19283.3614398436,17625.0466821243,17477.2750699324,15606.8963511726
Transporter,Personbilar,Dalarnas län,Ludvika,33906.7717591466,34053.086222168,34610.0833602178,30421.0509971852,27914.8096257187,27284.6497723579,26101.1869729604,25109.5528823158,24478.554751492,22373.4690014978,22185.8804761319,19811.6022407494
Transporter,Personbilar,Dalarnas län,Malung-Sälen,32261.633205201,32400.8512113353,32930.8231873655,30280.2731602003,27785.6271544646,27158.386099946,24576.8451870281,20148.9654338875,19642.6253952275,17953.4159492168,17802.8902377311,15897.6659429729
Transporter,Personbilar,Dalarnas län,Mora,40600.0134453184,40775.2088057445,41442.1578881275,34659.6330202187,31804.1933852538,31086.2374641314,30540.8608198226,26899.601350799,26223.6189795988,23968.4643917204,23767.5056636426,21223.9638866636
Transporter,Personbilar,Dalarnas län,Orsa,12732.579517711,12787.5253288156,12996.6874283804,10747.6379213885,9862.19229714572,9639.56005381657,9181.59126893799,8660.49643018295,8442.86014087904,7716.79822306368,7652.09783903509,6833.18919243959
Transporter,Personbilar,Dalarnas län,Rättvik,23063.8270187678,23163.3516103899,23542.2282992884,19690.3500481472,18068.1589481966,17660.2817724104,16143.430863131,14571.4939210445,14205.3155640544,12983.6995833836,12874.8407450992,11497.0060713848
Transporter,Personbilar,Dalarnas län,Smedjebacken,21114.2853985529,21205.3984573708,21552.2479476003,18348.0837532293,16836.4752825704,16456.4028424534,15356.735929017,15140.3122934952,14759.839428369,13490.5347531087,13377.4277105357,11945.8055056799
Transporter,Personbilar,Dalarnas län,Säter,23418.0290690544,23519.0836377114,23903.7759642798,21374.3207054984,19613.3943478526,19170.6354188713,19000.0792329182,17385.2190606628,16948.3324660753,15490.8241449577,15360.9446545081,13717.0513561227
Transporter,Personbilar,Dalarnas län,Vansbro,20471.137902958,20559.4755413863,20895.7613323905,18982.4486677592,17418.5754153599,17025.3635916646,14026.8087864308,12110.8898304264,11806.5457154802,10791.217721353,10700.7405186538,9555.5726915287
Transporter,Personbilar,Dalarnas län,Älvdalen,32911.7917891755,33053.8125439654,33594.4648322341,21699.3099648539,19911.609362092,19462.1170761048,21257.7352315619,16650.7863924996,16232.3550412495,14836.4189220111,14712.0269966284,13137.5792662617
Transporter,Personbilar,Gotlands län,Alla,72378.8156840353,72691.1513099612,73880.1408475626,76384.7879096441,70091.8207492197,68509.5430195154,71981.3478581722,71426.8378736445,69631.8874848725,63643.7516546311,63110.1405742035,56356.2412582485
Transporter,Personbilar,Gotlands län,Gotland,72378.8156840353,72691.1513099612,73880.1408475626,76384.7879096441,70091.8207492197,68509.5430195154,71981.3478581722,71426.8378736445,69631.8874848725,63643.7516546311,63110.1405742035,56356.2412582485
Transporter,Personbilar,Gävleborgs län,Alla,450235.091918192,452177.976778948,459574.129870971,460367.000852384,422439.616530552,412903.303494073,377656.172659293,360728.577383376,351663.554551388,321421.539055944,318726.623163614,284617.255075842
Transporter,Personbilar,Gävleborgs län,Bollnäs,47917.8555221574,48124.6271627293,48911.7886970605,39752.9838944225,36477.928469575,35654.4649638071,33273.4748586061,29489.5646732362,28748.4960573259,26276.2107486883,26055.9018720975,23267.4615742998
Transporter,Personbilar,Gävleborgs län,Gävle,119751.033362347,120267.78014446,122234.967755681,150834.910005634,138408.3526834,135283.88385271,120790.859198554,121449.975955682,118397.972918415,108216.071558064,107308.760268671,95824.8259801686
Transporter,Personbilar,Gävleborgs län,Hofors,12726.9761847616,12781.8948882176,12990.9648921856,12700.0654047534,11653.7677030872,11390.692685539,10757.9742436092,10033.8844406645,9781.73407239122,8940.53408875731,8865.57344150982,7916.8011491546
Transporter,Personbilar,Gävleborgs län,Hudiksvall,64752.1272217691,65031.5449990962,66095.2484241289,68568.3234479754,62919.3105950419,61498.9441171511,54359.6471093331,52116.5021979202,50806.8240222087,46437.5818702032,46048.2391327825,41120.2662738532
Transporter,Personbilar,Gävleborgs län,Ljusdal,45976.5228940112,46174.9228174072,46930.1935641222,38355.5213756406,35195.5959218344,34401.0805287394,31419.488939984,26857.2154774052,26182.2982708365,23930.6949962864,23730.0529245401,21190.5192473704
Transporter,Personbilar,Gävleborgs län,Nordanstig,28539.1926678827,28662.3498872998,29131.1692313889,23489.5024983328,21554.316856246,21067.7411462178,20182.7543141021,19922.8007564275,19422.1442768414,17751.896715502,17603.0594579274,15719.2196040511
Transporter,Personbilar,Gävleborgs län,Ockelbo,12906.5116358326,12962.2065650546,13174.2243909099,10670.0229133068,9790.97225732721,9569.94713629659,8930.59218334511,7242.92403812217,7060.91041644146,6453.69205116978,6399.58307981079,5714.71499674507
Transporter,Personbilar,Gävleborgs län,Ovanåker,19678.9912992366,19763.9105307667,20087.1834796703,16484.6786402259,15126.5868283788,14785.1143939446,12941.1905880621,11979.6405586605,11678.5935796751,10674.268057188,10584.7724245936,9452.01521700749
Transporter,Personbilar,Gävleborgs län,Sandviken,44606.0394647232,44798.5252429514,45531.282626126,50129.9510286969,45999.9942444082,44961.5690288563,40364.0017323111,38081.6983949128,37124.7126387493,33932.0922646443,33647.5990819204,30046.7121508744
Transporter,Personbilar,Gävleborgs län,Söderhamn,53379.8533239004,53610.1955142616,54487.0830091841,49381.091581817,45312.819120431,44289.9117102994,44636.2070425869,43554.4151407992,42459.903754749,38808.4707797604,38483.0943339215,34364.7207954071
Transporter,Personbilar,Hallands län,Alla,476851.847358454,478909.546572792,486742.940735232,517803.787617411,475144.430840644,464418.32900426,469350.70250254,460267.144446045,448700.66167823,410113.741171802,406675.166655191,363153.792865282
Transporter,Personbilar,Hallands län,Falkenberg,69708.7087633869,70009.5160315656,71154.6427848773,82003.2826633368,75247.4304894081,73548.772178181,77548.5233350926,77716.3476878145,75763.3502397558,69247.9245125598,68667.3283851794,61318.7125294085
Transporter,Personbilar,Hallands län,Halmstad,147042.042446919,147676.571781294,150092.06569753,145359.969665161,133384.475860954,130373.398440617,121782.822939609,118532.598067267,115553.890351718,105616.598642576,104731.072607753,93523.0037505029
Transporter,Personbilar,Hallands län,Hylte,20327.1796085304,20414.8960134339,20748.8154685993,19211.0353714634,17628.331309238,17230.3843353194,17752.4973065042,16877.9415527283,16453.8005695193,15038.8228695704,14912.7318593491,13316.8071024465
Transporter,Personbilar,Hallands län,Kungsbacka,108096.800333386,108563.266478868,110338.994619662,122502.406500886,112410.033388509,109872.445099377,110791.45910555,108567.133921316,105838.850659402,96737.0098871982,95925.9383579366,85660.1732614707
Transporter,Personbilar,Hallands län,Laholm,43826.9473880657,44016.068167345,44736.0211612447,47277.9449485611,43382.9481103943,42403.6041593036,42247.5137841055,39534.5996221823,38541.09983278,35226.6781538772,34931.3269564836,31193.058632979
Transporter,Personbilar,Hallands län,Varberg,87850.2110799755,88229.2998163217,89672.4367040907,101449.064286092,93091.1710949532,90989.6979175932,99227.8258561346,99038.5199577129,96549.7113906752,88246.7211490978,87506.8231186716,78142.0509801039
Transporter,Personbilar,Jämtlands län,Alla,318633.61414891,320008.613157188,325242.907650114,236866.140137419,217351.898601409,212445.312748061,192043.747004495,127149.996979766,123954.741932668,113294.990130562,112345.097494439,100322.179159376
Transporter,Personbilar,Jämtlands län,Berg,27648.0747367423,27767.3805968427,28221.5641449263,22275.4566676138,20440.2915191734,19978.8631783075,17593.547370245,10169.4096398792,9913.8546808182,9061.29104711661,8985.31958758963,8023.73092306457
Transporter,Personbilar,Jämtlands län,Bräcke,20322.2000015894,20409.894917639,20743.7340587627,15398.7562504869,14130.126862108,13811.150367935,11025.8544495414,9410.22338888445,9173.74632609272,8384.83009166589,8314.53003995579,7424.72809744427
Transporter,Personbilar,Jämtlands län,Härjedalen,58581.0462159016,58833.839340341,59796.1626169748,39836.603640985,36554.6592020346,35729.4635325681,32593.4335527825,13908.268113867,13558.7579227241,12392.7420620962,12288.838847178,10973.7156954079
Transporter,Personbilar,Jämtlands län,Krokom,35709.9111865318,35864.0039389105,36450.621769161,28920.8066461101,26538.1629285146,25939.0828491128,23730.2730801656,17505.7524484712,17065.8356462667,15598.2234365959,15467.4445881482,13812.1548859558
Transporter,Personbilar,Jämtlands län,Ragunda,22720.0170015793,22818.0579252429,23191.286738552,15608.4419750641,14322.5402435785,13999.2175396185,11884.2172018899,8121.07611974032,7916.99437810526,7236.15555222568,7175.48591851612,6407.58214815425
Transporter,Personbilar,Jämtlands län,Strömsund,47486.5664749853,47691.4798702686,48471.5565312735,28851.4664344689,26474.5353112728,25876.8890388922,23863.3337426417,13304.4543000404,12970.1168769028,11854.7226197654,11755.3311985549,10497.3027201245
Transporter,Personbilar,Jämtlands län,Åre,37430.0629941154,37591.5788406252,38206.4541471509,24364.7589436213,22357.4652858665,21852.7601208359,20813.77386443,11486.5632033219,11197.9085289476,10234.9206743219,10149.1085036649,9062.97497488723
Transporter,Personbilar,Jämtlands län,Östersund,68735.8011161341,69032.4099263542,70161.5544188916,61609.8524326931,56534.1185581247,55257.8950787476,50539.3074745135,43244.2594642911,42157.537618747,38532.1116683126,38209.0436311417,34120.0059756022
Transporter,Personbilar,Jönköpings län,Alla,448796.581549482,450733.258703552,458105.780932046,518015.138431642,475338.453307706,464607.971496527,471643.551164669,468796.401303192,457015.614594549,417713.595131884,414211.372453949,369883.431279015
Transporter,Personbilar,Jönköpings län,Aneby,8116.20772434755,8151.2307124686,8284.55744888472,8346.59647605811,7658.96068811112,7486.06482281406,8828.16651378953,7713.56338234085,7519.72250918416,6873.04803383571,6815.42267164186,6086.05246059627
Transporter,Personbilar,Jönköpings län,Eksjö,22958.45375594,23057.5250863767,23434.6707993918,24653.0234878149,22621.981151166,22111.3046528131,22883.1894811862,21866.5183226784,21317.0158706152,19483.8121054745,19320.456716175,17252.8252414906
Transporter,Personbilar,Jönköpings län,Gislaved,38239.3241731704,38404.3381366997,39032.504552547,39069.2955143956,35850.5683857498,35041.2672674415,33378.7294055183,33506.9142898314,32664.8913183355,29855.8040126821,29605.4861846032,26437.1742980228
Transporter,Personbilar,Jönköpings län,Gnosjö,10787.1015890252,10833.6504764792,11010.8543163365,12206.666666398,11201.0189366221,10948.1632504915,12096.9164347536,11562.1926850428,11271.6362462981,10302.3079991692,10215.9308572484,9122.64616492236
Transporter,Personbilar,Jönköpings län,Habo,14670.282002196,14733.5867922431,14974.5800937885,15442.1470315112,14169.9442022363,13850.0662891038,15512.1480448018,15400.4479840083,15013.4378621326,13722.3254594308,13607.2740263877,12151.0542354322
Transporter,Personbilar,Jönköpings län,Jönköping,171838.264082141,172579.774907835,175402.61569477,206600.968355877,189580.123461233,185300.473637313,178792.811583669,179937.079046645,175415.284575968,160330.05955281,158985.827733857,141971.541080796
Transporter,Personbilar,Jönköpings län,Mullsjö,9123.42248801872,9162.79198205159,9312.66529682992,8569.73703819611,7863.7178116153,7686.19900135919,8382.81170673656,7911.47202321281,7712.6588521452,7049.39289173843,6990.28852931071,6242.20364871599
Transporter,Personbilar,Jönköpings län,Nässjö,30395.6839858472,30526.846800666,31026.1632174102,36476.4127692975,33471.2977068427,32715.707613661,32783.8013908518,31613.7246805425,30819.2755411162,28168.906406296,27932.7314259219,24943.4355429898
Transporter,Personbilar,Jönköpings län,Sävsjö,14035.667020104,14096.2346743199,14326.8029793378,15896.9704794856,14587.2970134742,14257.9988175812,14961.1933082921,14814.9187003151,14442.6218529097,13200.5981467744,13089.9197728472,11689.0688283463
Transporter,Personbilar,Jönköpings län,Tranås,14276.2197795213,14337.8240446732,14572.3439618003,15076.4308492148,13834.3562439629,13522.055366176,14335.1394939313,14635.8110469322,14268.0163889859,13041.0082999653,12931.6679176804,11547.750783503
Transporter,Personbilar,Jönköpings län,Vaggeryd,32620.6866196979,32761.4540747134,33297.321359364,41832.4511550211,38386.0840250751,37519.5447180141,39322.9623285022,41764.4806323897,40714.9458953794,37213.5790922596,36901.5698373351,32952.4471516326
Transporter,Personbilar,Jönköpings län,Vetlanda,28903.8333849877,29028.5583102023,29503.3706016642,34469.002370469,31629.2652259789,30915.2556743461,32356.2416201997,30759.5915029824,29986.6092478757,27407.8450945502,27178.0529486334,24269.5208958889
Transporter,Personbilar,Jönköpings län,Värnamo,52831.4524321301,53059.4339232683,53927.3127595356,59375.4990176333,54483.8423834305,53253.8978991357,58009.4943865232,57309.7064037295,55869.5220711004,51064.9010153601,50636.763113548,45217.7339037583
Transporter,Personbilar,Kalmar län,Alla,334269.131094073,335711.55633201,341202.699627135,337855.987821258,310021.654238589,303023.128958199,294514.031710694,286768.761073542,279562.323924585,255520.775440466,253378.418988923,226262.43930922
Transporter,Personbilar,Kalmar län,Borgholm,20702.3187419078,20791.6525479533,21131.7359955733,18736.1124222463,17192.5335852115,16804.4245598343,15689.4715802362,18047.0918950497,17593.5711350648,16080.5750418686,15945.7511154988,14239.2732713373
Transporter,Personbilar,Kalmar län,Emmaboda,14739.9076038407,14803.5143178192,15045.6514050221,15050.6155389299,13810.6690376758,13498.9016088031,13238.4264297943,13249.0042377647,12916.059102803,11805.3147542935,11706.3364944647,10453.552265028
Transporter,Personbilar,Kalmar län,Hultsfred,22605.729411664,22703.2771419163,23074.6314920042,19284.1751835738,17695.4468060701,17295.9834486057,16991.0961590275,16384.3356166221,15972.600221354,14599.0034232732,14476.6009039206,12927.3478936173
Transporter,Personbilar,Kalmar län,Högsby,11777.0604188982,11827.8813464986,12021.346064753,11262.699233579,10334.8209298645,10101.5186560178,9670.91684683351,8277.44146435965,8069.43141532989,7375.48339954514,7313.64564957399,6530.95540884404
Transporter,Personbilar,Kalmar län,Kalmar,73203.9818763048,73519.8784009212,74722.4172536899,85250.1760979779,78226.8180845293,76460.906482487,73269.1546278677,68748.8149350575,67021.1684725072,61257.5347444337,60743.9424167011,54243.2639681727
Transporter,Personbilar,Kalmar län,Mönsterås,20607.3928897209,20696.3185190394,21034.8426136857,21021.8967041899,19290.0048032966,18854.5449762357,19044.2781693619,19863.1038628922,19363.9475769912,17698.703700688,17550.3124101386,15672.1193283733
Transporter,Personbilar,Kalmar län,Mörbylånga,24079.7790471199,24183.6893127896,24579.2539024943,24385.969931445,22376.9288061331,21871.7868198144,20109.347673402,20686.2217152697,20166.3803295061,18432.1282370997,18277.5901018693,16321.5636413477
Transporter,Personbilar,Kalmar län,Nybro,29277.7483832084,29404.0898177447,29885.0416016291,30018.3989315447,27545.330056681,26923.5136070935,24307.2763049163,23394.5265126071,22806.6273033071,20845.3208177804,20670.5484792624,18458.4354254615
Transporter,Personbilar,Kalmar län,Oskarshamn,33937.6257943105,34084.0704767715,34641.5744159091,31087.9372385997,28526.7491968505,27882.7801863874,31118.2677221753,30531.0967057164,29763.8518385143,27204.2485656913,26976.1590760624,24089.2351209369
Transporter,Personbilar,Kalmar län,Torsås,13479.466638621,13537.6340815478,13759.0655074748,10785.8843315936,9897.28777625955,9673.86326739406,9863.97127217298,9525.4624826275,9286.089440657,8487.51198970317,8416.35052356816,7515.65296045577
Transporter,Personbilar,Kalmar län,Vimmerby,22585.0531859459,22682.5116906024,23053.5234107449,22973.259072365,21080.6028435796,20604.7223059143,19364.5725270348,18725.3895281534,18254.8242083713,16684.96098538,16545.0677813825,14774.4554147232
Transporter,Personbilar,Kalmar län,Västervik,47273.0714744422,47477.0723410347,48253.6360458387,47998.8588547767,44044.4721319187,43050.1971164,41847.2762173578,39336.2872716873,38347.7734711161,35049.9751975135,34756.1076093998,31036.5889153752
Transporter,Personbilar,Kronobergs län,Alla,300084.305777905,301379.234211529,306308.8129824,292758.659692612,268639.691127657,262575.325614711,265098.761947435,254805.220186138,248402.013665884,227040.188343615,225136.59427622,201043.000359557
Transporter,Personbilar,Kronobergs län,Alvesta,30971.310226424,31104.9600095162,31613.7354430091,31523.217642028,28926.169017567,28273.1832742803,29156.6603519437,27497.4116509523,26806.403835502,24501.1312612799,24295.7066863214,21695.6362249394
Transporter,Personbilar,Kronobergs län,Lessebo,12100.7749459162,12152.9935537653,12351.7760446236,10489.6874258497,9625.49174787371,9408.2029189203,9451.96437211087,9277.30108624828,9044.1643848593,8266.39240146803,8197.08478861321,7319.85202564397
Transporter,Personbilar,Kronobergs län,Ljungby,65460.4059942191,65742.8861119637,66818.2247515393,64923.8003260833,59575.0468034955,58230.1858980917,61006.1060550486,60048.05544094,58539.0606313657,53504.8661820273,53056.2674748228,47378.3088729106
Transporter,Personbilar,Kronobergs län,Markaryd,25796.5819706677,25907.9008787896,26331.6694191274,28738.6141627797,26370.9803757175,25775.6743714445,26603.2716464894,26020.8285504812,25366.929898008,23185.4483496004,22991.0565231142,20530.6045928532
Transporter,Personbilar,Kronobergs län,Tingsryd,26198.0254368765,26311.0767227019,26741.4399014734,23729.3224932475,21774.3792772018,21282.8357514786,21032.0794520638,20539.8484869055,20023.6854867305,18301.7047807699,18148.2579655644,16206.0742245275
Transporter,Personbilar,Kronobergs län,Uppvidinge,18011.663838272,18089.3893959449,18385.2711671833,18011.3004655306,16527.4378911937,16154.3405592342,15055.1987896067,15478.3069612148,15089.3402292206,13791.6993395408,13676.0673512545,12212.4864248077
Transporter,Personbilar,Kronobergs län,Växjö,96032.1322740295,96446.5290401253,98024.0788780375,94595.1386427872,86801.8957467708,84842.4054082431,82724.5678107954,76869.7989168659,74938.0753918731,68493.6168405649,67919.3490678939,60650.7762885421
Transporter,Personbilar,Kronobergs län,Älmhult,25513.3957898108,25623.4897171662,26042.6062209156,20747.590662208,19038.2948502619,18608.5185482004,20068.9322742339,19073.6890961604,18594.3697636354,16995.3075836297,16852.8145948462,15049.2660097849
Transporter,Personbilar,Norrbottens län,Alla,527107.142328605,529381.711811893,538040.665555216,400413.591592306,367425.427915355,359131.036822953,357775.416830432,322520.742159581,314415.851287484,287376.972547718,284967.552801464,254470.997200166
Transporter,Personbilar,Norrbottens län,Arjeplog,21998.0250007667,22092.9502607079,22454.3186837051,8498.83090033825,7798.65393164433,7622.60455070067,6789.97573564241,5127.35589297309,4998.50569789026,4568.64933035279,4530.34390778714,4045.51719281744
Transporter,Personbilar,Norrbottens län,Arvidsjaur,22761.1217113767,22859.3414807271,23233.245558008,15459.1731796143,14185.5663416027,13865.3357653086,16369.6307298318,12520.864832824,12206.2179722366,11156.5192004491,11062.9793322,9879.04464370414
Transporter,Personbilar,Norrbottens län,Boden,36884.1016288359,37043.270230771,37649.1710512632,30280.7468617984,27786.0670672057,27158.8135224278,27856.1414987578,27073.8220567633,26393.4591240977,24123.6987242179,23921.4385208669,21361.4232289869
Transporter,Personbilar,Norrbottens län,Gällivare,59258.6982925741,59514.4098831195,60487.8650683884,36261.5234612012,33274.1146762177,32522.9733467949,34380.3939455928,26537.9963380092,25871.0988021508,23646.2600353858,23448.0026491822,20938.6532971641
Transporter,Personbilar,Norrbottens län,Haparanda,15496.8136880868,15563.6867330292,15818.2577552045,12014.9930170452,11025.1350145466,10776.2511129689,10571.6018108737,9509.91541894689,9270.9330774865,8473.65849434386,8402.61424625774,7503.38527086261
Transporter,Personbilar,Norrbottens län,Jokkmokk,45110.7241583619,45305.3790569913,46046.4298862315,20131.7058172525,18473.1549247597,18056.1351367998,16253.3577902374,12503.0894859989,12188.8881412034,11140.6818504188,11047.2726191963,9865.01978095054
Transporter,Personbilar,Norrbottens län,Kalix,32835.650582429,32977.3427596233,33516.7442522739,28893.0551518836,26512.6951230373,25914.1899685282,23661.6654390317,22592.9895461137,22025.2307413779,20131.1244943512,19962.3399346975,17826.0176134429
Transporter,Personbilar,Norrbottens län,Kiruna,42838.4465906026,43023.304548872,43727.01917628,31173.4831814196,28605.2552914439,27959.5089204039,32735.0441570145,26968.9642408039,26291.2387676865,24030.2690533826,23828.7900163921,21278.6916521516
Transporter,Personbilar,Norrbottens län,Luleå,115900.148986409,116400.277771735,118304.205690752,118749.422834772,108966.22886517,106506.383000607,99054.6306136918,92628.0087920275,90300.269160033,82534.7061024904,81842.7144002979,73084.1012134717
Transporter,Personbilar,Norrbottens län,Pajala,26273.601209765,26386.9786331287,26818.583318958,14235.1596399664,13062.391866926,12767.5177571061,13432.3521468523,11884.7603108616,11586.0976895901,10589.7265737921,10500.9408030714,9377.15504895678
Transporter,Personbilar,Norrbottens län,Piteå,62736.3205423754,63007.0452193264,64037.6344480141,53108.4782398891,48733.1302085714,47633.0107281929,49292.816229819,49417.0402173706,48175.1952798674,44032.2663754253,43663.0896579193,38990.3696158613
Transporter,Personbilar,Norrbottens län,Älvsbyn,16314.3173771969,16384.7182542818,16652.718667397,11721.705381056,10756.0111942103,10513.2000891668,10514.7177445683,10024.5906329465,9772.67441067229,8932.25245421622,8857.36231087287,7909.46779693114
Transporter,Personbilar,Norrbottens län,Överkalix,13587.6524977016,13646.2853392117,13869.4939444278,11544.6358663642,10593.5302088339,10354.3883227395,9361.97936927297,9588.34601503405,9347.39210763228,8543.54332640556,8471.91156133586,7565.2675146595
Transporter,Personbilar,Norrbottens län,Övertorneå,15111.5302632501,15176.7392034789,15424.9810293773,8340.65023687101,7653.50498456269,7480.73163960225,7501.05508515991,6143.02686892618,5988.6532702465,5473.64623899551,5427.75337697667,4846.88811293
Transporter,Personbilar,Skåne län,Alla,1620371.80482166,1627363.74915035,1653982.09865703,1551199.91833133,1423404.1216847,1391271.86954937,1370089.44341979,1313141.73725274,1280142.85403649,1170054.16476636,1160244.22705555,1036077.50526288
Transporter,Personbilar,Skåne län,Bjuv,12591.5329161918,12645.8685952158,12852.7121662999,10869.7516300455,9974.24501141025,9749.08322564411,9756.53222767871,9872.09023210556,9624.00519049286,8796.36894156503,8722.61696620928,7789.14352342093
Transporter,Personbilar,Skåne län,Bromölla,17186.4043785619,17260.5686350608,17542.8950964017,18125.0316534379,16631.798024177,16256.344806536,17278.7277333415,17391.0952785091,16954.0586497591,15496.0578916937,15366.1377353675,13721.6877297256
Transporter,Personbilar,Skåne län,Burlöv,25347.2573321869,25456.6343103728,25873.0216052791,37250.5324965778,34181.6415685191,33410.0157643352,33698.5223003317,28658.0974269435,27937.9237326685,25535.3433815209,25321.2480345751,22611.4266662925
Transporter,Personbilar,Skåne län,Båstad,27309.5809636629,27427.4290245583,27876.0520765505,25839.2122402163,23710.4457250094,23175.1976011608,21970.9608421184,21004.2551849622,20476.4215608316,18715.5088869963,18558.5927631429,16572.4960036364
Transporter,Personbilar,Skåne län,Eslöv,41851.1640990811,42031.7615665984,42719.2637432601,49102.5150913919,45057.1931584419,44040.0615146728,43045.2860327878,42948.4336608886,41869.1459710582,38268.5209544745,37947.6671306573,33886.597517668
Transporter,Personbilar,Skåne län,Helsingborg,193877.243690418,194713.860901178,197898.742957183,162606.360475146,149210.012025455,145841.690084798,126475.482291817,136956.848100493,133515.15457365,122033.223434363,121010.061408252,108059.847648573
Transporter,Personbilar,Skåne län,Hässleholm,73119.743889879,73435.271041917,74636.4319450845,70927.5000877609,65084.1264311785,63614.8952739921,61021.4758916948,59815.1307488916,58311.9846512756,53297.3224683236,52850.4637950866,47194.5336218075
Transporter,Personbilar,Skåne län,Höganäs,19171.9282858649,19254.6608156977,19569.6041044937,16875.4268129959,15485.1418976786,15135.5752348293,16954.2348778767,16310.3088499813,15900.4337606901,14533.0441713227,14411.1935791769,12868.9422126139
Transporter,Personbilar,Skåne län,Hörby,21897.0265638204,21991.5174415752,22351.2252678014,23749.9128178328,21793.2732675804,21301.3044977565,22474.7680405701,22440.5934066168,21876.6643443111,19995.3322616999,19827.6883182878,17705.774167985
Transporter,Personbilar,Skåne län,Höör,25483.5618672776,25593.5270501732,26012.1534626675,28065.541264349,25753.3585983461,25171.9925839842,26791.8994084359,24599.3245358755,23981.148535283,21918.8384300206,21735.065784643,19409.0288000043
Transporter,Personbilar,Skåne län,Klippan,25345.5202261074,25454.8897080352,25871.248466952,24660.0205740713,22628.3991638356,22117.5803409885,21275.8355334785,20493.3479274441,19978.3534947024,18260.2712225024,18107.1717837484,16169.3868976927
