Huvudsektor,Undersektor,Län,Kommun,CO2 1990,CO2 2000,CO2 2005,CO2 2010,CO2 2015,CO2 2016,CO2 2017,CO2 2018,CO2 2019,CO2 2020,CO2 2021,CO2 2022
Avfall (inkl.avlopp),Oavsiktliga bränder,Västerbottens län,Sorsele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västerbottens län,Storuman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västerbottens län,Umeå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västerbottens län,Vilhelmina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västerbottens län,Vindeln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västerbottens län,Vännäs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västerbottens län,Åsele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västernorrlands län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västernorrlands län,Härnösand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västernorrlands län,Kramfors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västernorrlands län,Sollefteå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västernorrlands län,Sundsvall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västernorrlands län,Timrå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västernorrlands län,Ånge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västernorrlands län,Örnsköldsvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Arboga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Fagersta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Hallstahammar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Kungsör,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Köping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Norberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Sala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Skinnskatteberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Surahammar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västmanlands län,Västerås,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Alingsås,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Bengtsfors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Bollebygd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Borås,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Dals-Ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Essunga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Falköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Färgelanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Grästorp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Gullspång,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Göteborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Götene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Herrljunga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Hjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Härryda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Karlsborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Kungälv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Lerum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Lidköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Lilla Edet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Lysekil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Mariestad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Mark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Mellerud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Munkedal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Mölndal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Orust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Partille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Skara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Skövde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Sotenäs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Stenungsund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Strömstad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Svenljunga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Tanum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Tibro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Tidaholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Tjörn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Tranemo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Trollhättan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Töreboda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Uddevalla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Ulricehamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Vara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Vårgårda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Vänersborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Åmål,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Västra Götalands län,Öckerö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Askersund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Degerfors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Hallsberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Hällefors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Karlskoga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Kumla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Laxå,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Lekeberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Lindesberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Ljusnarsberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Nora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Örebro län,Örebro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Boxholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Finspång,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Kinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Linköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Mjölby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Motala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Norrköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Söderköping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Vadstena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Valdemarsvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Ydre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Åtvidaberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Oavsiktliga bränder,Östergötlands län,Ödeshög,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Alla,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Blekinge län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Blekinge län,Karlshamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Blekinge län,Karlskrona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Blekinge län,Olofström,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Blekinge län,Ronneby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Blekinge län,Sölvesborg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Avesta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Borlänge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Falun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Gagnef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Hedemora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Leksand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Ludvika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Malung-Sälen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Mora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Orsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Rättvik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Smedjebacken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Säter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Vansbro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Dalarnas län,Älvdalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gotlands län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gotlands län,Gotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Bollnäs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Gävle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Hofors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Hudiksvall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Ljusdal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Nordanstig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Ockelbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Ovanåker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Sandviken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Gävleborgs län,Söderhamn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Hallands län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Hallands län,Falkenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Hallands län,Halmstad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Hallands län,Hylte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Hallands län,Kungsbacka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Hallands län,Laholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Hallands län,Varberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Berg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Bräcke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Härjedalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Krokom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Ragunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Strömsund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Åre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jämtlands län,Östersund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jönköpings län,Alla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jönköpings län,Aneby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avfall (inkl.avlopp),Övrig avfallshantering,Jönköpings län,Eksjö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
